input,output,announce_date,is_divorce,text_combined,topic_label,combined_processed,ngram_text,topic_probability,topic_name,super_category
부정행위로 인한 정신적 손해배상을 청구하기 위한 조건은 무엇인가요?,"부정행위로 인한 정신적 손해배상을 청구하기 위해서는 부부공동생활을 침해하거나 그 유지를 방해하는 행위, 즉 '혼인의 본질'에 해당하는 부분을 침해하는 행위가 성립해야 합니다. 또한, 피해자인 배우자가 이러한 부정행위로 인해 정신적 고통을 받았음을 증명해야 합니다. 이를 통해 불법행위로 인한 손해배상이 가능해집니다.",2022-06-22T09:00:00.000+09:00,1,"부정행위로 인한 정신적 손해배상을 청구하기 위한 조건은 무엇인가요? 부정행위로 인한 정신적 손해배상을 청구하기 위해서는 부부공동생활을 침해하거나 그 유지를 방해하는 행위, 즉 '혼인의 본질'에 해당하는 부분을 침해하는 행위가 성립해야 합니다. 또한, 피해자인 배우자가 이러한 부정행위로 인해 정신적 고통을 받았음을 증명해야 합니다. 이를 통해 불법행위로 인한 손해배상이 가능해집니다.",5,부정행위 정신 손해배상 청구 부부 생활 유지 방해 행위 혼인 본질 해당 부분 침해 또한 피해자 배우자 고통 받다 이르다 통해 불법행위 지다,부정행위 정신 손해배상_청구 부부 생활_유지 방해 행위 혼인_본질 해당 부분 침해 또한 피해자 배우자 고통 받다 이르다_통해 불법행위 지다,0.666059,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
제3자가 부부 일방과 부정행위를 하여 정신적 고통을 준 경우 손해배상 청구의 법적 근거는 무엇인가요?,제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하고 그에 대한 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 이는 대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결을 참조한 것입니다.,2016-12-01T09:00:00.000+09:00,1,제3자가 부부 일방과 부정행위를 하여 정신적 고통을 준 경우 손해배상 청구의 법적 근거는 무엇인가요? 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하고 그에 대한 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 이는 대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결을 참조한 것입니다.,5,부부 일방 부정행위 정신 고통 손해배상 청구 법적 혼인 본질 해당 생활 유지 방해 배우자 로서 권리 침해 행위 원칙 불법행위 구성 대법원 선고 전원 합 판결 참조 제3자가,부부_일방 부정행위 정신_고통 손해배상_청구 법적 혼인_본질 해당 생활_유지 방해 배우자 로서_권리 침해 행위_원칙 불법행위_구성 대법원_선고 전원_합 판결_참조 제3자가,0.97501785,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
부부는 혼인 후 어떤 법적 의무를 가지나요?,"민법 제826조에 따르면 부부는 동거하며 서로 부양하고 협조할 의무를 지며, 정신적·육체적·경제적으로 결합된 공동체로서 서로 협조하고 보호하여 부부공동생활로서의 혼인이 유지되도록 상호 간에 포괄적으로 협력할 의무를 부담하고 그에 관한 권리를 가집니다. 이와 함께 부정행위를 하지 아니하여야 하는 성적 성실의무도 부담합니다.",2020-09-10T09:00:00.000+09:00,1,"부부는 혼인 후 어떤 법적 의무를 가지나요? 민법 제826조에 따르면 부부는 동거하며 서로 부양하고 협조할 의무를 지며, 정신적·육체적·경제적으로 결합된 공동체로서 서로 협조하고 보호하여 부부공동생활로서의 혼인이 유지되도록 상호 간에 포괄적으로 협력할 의무를 부담하고 그에 관한 권리를 가집니다. 이와 함께 부정행위를 하지 아니하여야 하는 성적 성실의무도 부담합니다.",2,부부 혼인 법적 의무 민법 동거 서로 부양 협조 지다 정신 육체 경제 결합 공동체 로서 보호 생활 유지 상호 포괄 협력 부담 권리 부정행위 여야 성적 성실 제826조에,부부 혼인 법적 의무 민법 동거_서로 부양_협조 지다 정신 육체 경제 결합 공동체 로서 보호 생활_유지 상호 포괄 협력 부담 권리 부정행위 여야 성적_성실 제826조에,0.97917277,민법상 불법행위와 정신적 손해배상 (제750조),불법행위_책임
제3자의 부정행위로 인해 배우자가 입은 정신적 고통에 대해 손해배상이 인정될 수 있는 조건은 무엇인가요?,"대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 방해하고 그로 인해 배우자가 정신적 고통을 겪은 경우, 이는 불법행위로 간주됩니다. 따라서 제3자는 그에 대한 정신적 고통을 금전적으로 배상할 의무가 있습니다.",2020-11-13T00:00:00.000+09:00,1,"제3자의 부정행위로 인해 배우자가 입은 정신적 고통에 대해 손해배상이 인정될 수 있는 조건은 무엇인가요? 대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 방해하고 그로 인해 배우자가 정신적 고통을 겪은 경우, 이는 불법행위로 간주됩니다. 따라서 제3자는 그에 대한 정신적 고통을 금전적으로 배상할 의무가 있습니다.",5,부정행위 배우자 입다 정신 고통 대해 손해배상 대법원 판례 부부 일방 혼인 본질 해당 생활 방해 그로 겪다 불법행위 간주 금전 배상 의무 제3자의 제3자가 제3자는,부정행위 배우자 입다 정신_고통 대해 손해배상 대법원_판례 부부_일방 혼인_본질 해당 생활 방해 그로 겪다 불법행위 간주 금전 배상 의무 제3자의 제3자가_제3자는,0.97885686,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
타인의 부부공동생활을 방해하는 제3자의 행위가 불법행위로 간주되는 조건은 무엇인가요?,"제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고, 그로 인해 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 여기서 '부정행위'는 간통을 포함하는 wider한 개념으로, 간통에 이르지 않더라도 부부의 정조의무에 충실하지 않는 일체의 부정한 행위가 포함됩니다. 구체적인 사안에 따라 부정행위인지 여부는 그 정도와 상황을 참작하여 평가합니다.",2015-11-26T09:00:00.000+09:00,1,"타인의 부부공동생활을 방해하는 제3자의 행위가 불법행위로 간주되는 조건은 무엇인가요? 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고, 그로 인해 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 여기서 '부정행위'는 간통을 포함하는 wider한 개념으로, 간통에 이르지 않더라도 부부의 정조의무에 충실하지 않는 일체의 부정한 행위가 포함됩니다. 구체적인 사안에 따라 부정행위인지 여부는 그 정도와 상황을 참작하여 평가합니다.",5,타인 부부 생활 방해 행위 불법행위 간주 일방 부정행위 혼인 본질 해당 유지 그로 배우자 정신 고통 원칙 구성 여기 간통 포함 개념 이르다 정조 의무 일체 부정 구체 사안 여부 참작 평 제3자의 제3자가,타인 부부 생활 방해 행위 불법행위 간주 일방 부정행위 혼인_본질 해당 유지 그로 배우자 정신_고통 원칙 구성 여기_간통 포함_개념 이르다 정조_의무 일체_부정 구체_사안 여부 참작_평 제3자의 제3자가,0.3723125,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
부정행위로 인한 손해배상청구권 소멸시효는 어떻게 적용되나요?,"부정행위로 인한 손해배상청구권의 소멸시효는 그 부정행위를 인식한 날로부터 3년입니다. 예를 들어, 특정 날짜 이후의 부정행위를 알게 된 경우 그로부터 3년 이내에 손해배상 청구를 해야 하며, 그 이전의 부정행위에 대해서는 소멸시효가 적용되어 더 이상 청구할 수 없습니다.",2023-06-20T09:00:00.000+09:00,1,"부정행위로 인한 손해배상청구권 소멸시효는 어떻게 적용되나요? 부정행위로 인한 손해배상청구권의 소멸시효는 그 부정행위를 인식한 날로부터 3년입니다. 예를 들어, 특정 날짜 이후의 부정행위를 알게 된 경우 그로부터 3년 이내에 손해배상 청구를 해야 하며, 그 이전의 부정행위에 대해서는 소멸시효가 적용되어 더 이상 청구할 수 없습니다.",3,부정행위 손해배상청구권 소멸시효 인식 날로 특정 날짜 그로 이내 손해배상 청구 이전 대해 서다 이상,부정행위 손해배상청구권 소멸시효 인식 날로 특정 날짜 그로 이내 손해배상_청구 이전 대해_서다 이상,0.5920332,소송에서의 손해 및 피해 사실 입증 책임,소송 절차·입증 책임
"혼인 중 제3자와 부정행위를 한 경우, 배우자의 손해배상 청구가 가능한가요?","제3자가 타인의 부부공동생활에 개입하여 혼인의 본질에 해당하는 부부공동생활을 방해하거나 침해하여 배우자에게 정신적 고통을 가한 경우, 이는 불법행위로 인정되어 손해배상 청구가 가능합니다. 특히, 제3자가 부부의 일방과 부정행위를 저지른 경우, 그로 인해 부부공동생활이 침해되고 유지가 방해되었다면, 피해 배우자는 정신적 고통을 이유로 손해배상을 청구할 수 있습니다.",2021-07-21T09:00:00.000+09:00,1,"혼인 중 제3자와 부정행위를 한 경우, 배우자의 손해배상 청구가 가능한가요? 제3자가 타인의 부부공동생활에 개입하여 혼인의 본질에 해당하는 부부공동생활을 방해하거나 침해하여 배우자에게 정신적 고통을 가한 경우, 이는 불법행위로 인정되어 손해배상 청구가 가능합니다. 특히, 제3자가 부부의 일방과 부정행위를 저지른 경우, 그로 인해 부부공동생활이 침해되고 유지가 방해되었다면, 피해 배우자는 정신적 고통을 이유로 손해배상을 청구할 수 있습니다.",5,혼인 부정행위 배우자 손해배상 청구 타인 부부 생활 개입 본질 해당 침해 정신 고통 불법행위 일방 저지르다 그로 유지 방해 피해 이유 제3자와 제3자가,혼인 부정행위 배우자 손해배상_청구 타인 부부 생활_개입 본질_해당 침해 정신_고통 불법행위 일방 저지르다 그로 유지_방해 피해 이유 제3자와 제3자가,0.97644335,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
유부녀와 교제한 경우 손해배상 책임이 발생하는 조건은 무엇인가요?,"손해배상의 책임이 발생하려면, 상대방이 유부녀임을 알면서도 부정행위를 저지름으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고, 이에 따라 배우자의 권리를 침해하여 정신적 고통을 초래한 것이 입증되어야 합니다.",2020-10-16T09:00:00.000+09:00,1,"유부녀와 교제한 경우 손해배상 책임이 발생하는 조건은 무엇인가요? 손해배상의 책임이 발생하려면, 상대방이 유부녀임을 알면서도 부정행위를 저지름으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 그 유지를 방해하고, 이에 따라 배우자의 권리를 침해하여 정신적 고통을 초래한 것이 입증되어야 합니다.",5,유부녀 교제 손해배상 책임 상대방 알다 부정행위 저지르다 혼인 본질 해당 부부 생활 유지 방해 배우자 권리 침해 정신 고통 초래 입증,유부녀 교제 손해배상_책임 상대방 알다 부정행위 저지르다 혼인_본질 해당 부부 생활_유지 방해 배우자 권리_침해 정신_고통 초래 입증,0.86882704,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
협박죄에 해당하는 불법행위가 성립하려면 어떤 조건을 충족해야 하나요?,"협박죄에 해당하는 불법행위가 성립하려면 가해자가 피해자에게 해악을 고지하여 공포심을 느끼게 해야 합니다. 예를 들어, 상대방의 부정행위를 폭로하겠다고 협박하거나 실제로 찾아가는 행위 등이 이에 해당될 수 있습니다.",2020-09-24T09:00:00.000+09:00,1,"협박죄에 해당하는 불법행위가 성립하려면 어떤 조건을 충족해야 하나요? 협박죄에 해당하는 불법행위가 성립하려면 가해자가 피해자에게 해악을 고지하여 공포심을 느끼게 해야 합니다. 예를 들어, 상대방의 부정행위를 폭로하겠다고 협박하거나 실제로 찾아가는 행위 등이 이에 해당될 수 있습니다.",2,협박죄 해당 불법행위 충족 하나요 가해자 피해자 해악 고지 포심 느끼다 상대방 부정행위 폭로 협박 실제 찾아가다 행위,협박죄 해당 불법행위 충족 하나요 가해자 피해자 해악 고지 포심 느끼다 상대방 부정행위 폭로 협박 실제 찾아가다 행위,0.95073646,민법상 불법행위와 정신적 손해배상 (제750조),불법행위_책임
민법 제840조 제1호에 규정된 배우자의 부정한 행위는 무엇을 의미하나요?,"민법 제840조 제1호에 따른 배우자의 부정한 행위는 간통을 포함하여, 간통에 이르지 않더라도 부부의 정조의무에 충실하지 않는 모든 행위를 의미합니다. 부정한 행위인지는 각 구체적 상황과 정도를 고려하여 평가됩니다.",2023-01-12T09:00:00.000+09:00,1,"민법 제840조 제1호에 규정된 배우자의 부정한 행위는 무엇을 의미하나요? 민법 제840조 제1호에 따른 배우자의 부정한 행위는 간통을 포함하여, 간통에 이르지 않더라도 부부의 정조의무에 충실하지 않는 모든 행위를 의미합니다. 부정한 행위인지는 각 구체적 상황과 정도를 고려하여 평가됩니다.",6,민법 규정 배우자 부정 행위 의미 하나요 간통 포함 이르다 부부 정조 의무 모든 구체 고려 평 제840조 제1호에,민법 규정 배우자 부정_행위 의미 하나요 간통_포함 이르다 부부 정조_의무 모든 구체 고려 평 제840조_제1호에,0.9675974,부부의 정조 의무와 부정행위의 정의,유책사유·배상 책임
제3자가 부부의 일방과 부정행위를 하였을 때 이는 어떤 불법행위를 구성하나요?,"제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하고 그에 대한 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 이때 '부정행위'란 간통을 포함하는 보다 넓은 개념으로, 간통에까지 이르지 않더라도 부부의 정조의무에 충실하지 않는 일체의 부정한 행위가 포함됩니다.",2022-03-31T09:00:00.000+09:00,1,"제3자가 부부의 일방과 부정행위를 하였을 때 이는 어떤 불법행위를 구성하나요? 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하고 그에 대한 배우자로서의 권리를 침해하여 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다. 이때 '부정행위'란 간통을 포함하는 보다 넓은 개념으로, 간통에까지 이르지 않더라도 부부의 정조의무에 충실하지 않는 일체의 부정한 행위가 포함됩니다.",5,부부 일방 부정행위 불법행위 구성 하나요 혼인 본질 해당 생활 유지 방해 배우자 로서 권리 침해 정신 고통 행위 원칙 간통 포함 보다 개념 이르다 정조 의무 일체 부정 제3자가,부부_일방 부정행위 불법행위_구성 하나요 혼인_본질 해당 생활_유지 방해 배우자 로서_권리 침해 정신_고통 행위_원칙 간통_포함 보다_개념 이르다 정조_의무 일체_부정 제3자가,0.4978679,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
부정행위에 대한 손해배상 청구 소송에서 중요한 증거는 무엇인가요?,"부정행위에 대한 손해배상 청구 소송에서 중요한 증거는 부정행위를 입증할 수 있는 자료들입니다. 예를 들어, 문자 메시지, 이메일, 사진, 동영상, 증인 진술 등이 될 수 있습니다. 이러한 증거들은 부정행위가 실제로 발생했음을 입증하는 데 필수적이며, 법원은 이를 통해 부정행위의 사실 여부와 손해의 정도를 판단하게 됩니다.",2023-02-24T09:00:00.000+09:00,1,"부정행위에 대한 손해배상 청구 소송에서 중요한 증거는 무엇인가요? 부정행위에 대한 손해배상 청구 소송에서 중요한 증거는 부정행위를 입증할 수 있는 자료들입니다. 예를 들어, 문자 메시지, 이메일, 사진, 동영상, 증인 진술 등이 될 수 있습니다. 이러한 증거들은 부정행위가 실제로 발생했음을 입증하는 데 필수적이며, 법원은 이를 통해 부정행위의 사실 여부와 손해의 정도를 판단하게 됩니다.",3,부정행위 손해배상 청구 소송 증거 입증 자료 들이다 문자 메시지 이메일 사진 동영상 증인 진술 실제 필수 법원 이르다 통해 여부 손해,부정행위 손해배상_청구 소송 증거 입증 자료 들이다 문자 메시지 이메일 사진 동영상 증인 진술 실제 필수 법원 이르다_통해 여부 손해,0.6905595,소송에서의 손해 및 피해 사실 입증 책임,소송 절차·입증 책임
"배우자의 부정행위에 대해 제3자가 알면서도 불법행위를 저지른 경우, 배우자는 어떤 손해배상을 받을 수 있나요?","부정행위를 한 제3자가 상대 배우자의 혼인사실을 알면서도 부정행위를 지속한 경우, 이에 따른 정신적 고통에 대한 손해배상을 청구할 수 있습니다. 특별한 사정이 없는 한, 제3자는 이러한 불법행위로 인해 배우자가 입은 정신적 고통을 금전으로 위자할 의무가 있습니다. 예를 들어, 혼인기간, 부정행위의 경위와 기간, 부정행위가 혼인관계에 미친 영향을 고려하여 손해배상액을 산정할 수 있습니다.",2020-09-15T09:00:00.000+09:00,1,"배우자의 부정행위에 대해 제3자가 알면서도 불법행위를 저지른 경우, 배우자는 어떤 손해배상을 받을 수 있나요? 부정행위를 한 제3자가 상대 배우자의 혼인사실을 알면서도 부정행위를 지속한 경우, 이에 따른 정신적 고통에 대한 손해배상을 청구할 수 있습니다. 특별한 사정이 없는 한, 제3자는 이러한 불법행위로 인해 배우자가 입은 정신적 고통을 금전으로 위자할 의무가 있습니다. 예를 들어, 혼인기간, 부정행위의 경위와 기간, 부정행위가 혼인관계에 미친 영향을 고려하여 손해배상액을 산정할 수 있습니다.",5,배우자 부정행위 대해 알다 불법행위 저지르다 손해배상 받다 상대 혼인 지속 정신 고통 청구 사정 입다 금전 위자 의무 기간 경위 관계 영향 고려 산정 제3자가 제3자는,배우자 부정행위 대해 알다 불법행위 저지르다 손해배상 받다 상대 혼인 지속 정신_고통 청구 사정 입다 금전_위자 의무 기간 경위 관계 영향 고려 산정 제3자가_제3자는,0.56992066,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
부정행위로 인한 손해배상책임을 인정받기 위해 필요한 증거는 무엇인가요?,"부정행위로 인한 손해배상책임을 인정받기 위해서는, 간통죄 등 형사고소로 인한 처벌 여부, 전화 및 문자메시지를 통한 지속적인 연락 증거 등이 필요합니다. 또한, 사진이나 영상 등의 물적 증거 및 신뢰할 만한 증인의 증언도 필요한 요건입니다.",2015-02-13T09:00:00.000+09:00,1,"부정행위로 인한 손해배상책임을 인정받기 위해 필요한 증거는 무엇인가요? 부정행위로 인한 손해배상책임을 인정받기 위해서는, 간통죄 등 형사고소로 인한 처벌 여부, 전화 및 문자메시지를 통한 지속적인 연락 증거 등이 필요합니다. 또한, 사진이나 영상 등의 물적 증거 및 신뢰할 만한 증인의 증언도 필요한 요건입니다.",3,부정행위 손해배상 책임 인정받다 증거 간통죄 형사고소 처벌 여부 전화 문자메시지 통한 지속 연락 또한 사진 영상 신뢰 증인 증언,부정행위 손해배상_책임 인정받다 증거 간통죄 형사고소 처벌 여부 전화 문자메시지 통한 지속 연락 또한 사진 영상 신뢰 증인 증언,0.59424746,소송에서의 손해 및 피해 사실 입증 책임,소송 절차·입증 책임
부정행위에 대해 먼저 추궁했던 경우에도 손해배상 청구가 가능한가요?,"먼저 추궁한 경우라도, 상대방이 부정행위 사실을 알렸다는 사실만으로 정신적 고통을 주장하기 위해서는 그로 인한 정신적 고통이 실제로 발생했음을 입증해야 합니다. 단순히 사실을 알게 된 경위나 방식만으로는 손해배상이 인정되기 어렵습니다.",2020-05-13T09:00:00.000+09:00,1,"부정행위에 대해 먼저 추궁했던 경우에도 손해배상 청구가 가능한가요? 먼저 추궁한 경우라도, 상대방이 부정행위 사실을 알렸다는 사실만으로 정신적 고통을 주장하기 위해서는 그로 인한 정신적 고통이 실제로 발생했음을 입증해야 합니다. 단순히 사실을 알게 된 경위나 방식만으로는 손해배상이 인정되기 어렵습니다.",3,부정행위 대해 추궁 손해배상 청구 상대방 알리다 정신 고통 그로 실제 입증 경위 방식,부정행위 대해 추궁 손해배상_청구 상대방 알리다 정신_고통 그로 실제 입증 경위 방식,0.7948393,소송에서의 손해 및 피해 사실 입증 책임,소송 절차·입증 책임
기존 부정행위에 대한 손해배상청구권 포기가 이후의 추가적 부정행위에 대한 손해배상청구권에 영향을 미치나요?,"기존 부정행위에 대한 손해배상청구권을 포기한 경우라도, 이후의 추가적 부정행위에 대해서는 별개의 손해배상청구권이 인정될 수 있습니다. 예를 들어, 2018년경 이전의 부정행위에 대한 손해배상청구권을 포기했다 하더라도, 이후 발생한 추가적 부정행위에 대해서는 포기로 간주되지 않습니다.",2023-07-12T09:00:00.000+09:00,1,"기존 부정행위에 대한 손해배상청구권 포기가 이후의 추가적 부정행위에 대한 손해배상청구권에 영향을 미치나요? 기존 부정행위에 대한 손해배상청구권을 포기한 경우라도, 이후의 추가적 부정행위에 대해서는 별개의 손해배상청구권이 인정될 수 있습니다. 예를 들어, 2018년경 이전의 부정행위에 대한 손해배상청구권을 포기했다 하더라도, 이후 발생한 추가적 부정행위에 대해서는 포기로 간주되지 않습니다.",4,기존 부정행위 손해배상청구권 포기 추 영향 미치나 대해 서다 별개 년경 이전 간주,기존 부정행위 손해배상청구권 포기 추 영향 미치나 대해_서다 별개 년경 이전 간주,0.45850807,민법상 재산분할 원칙과 채무 문제,위자료·정신적 손해배상
"제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해한 경우, 불법행위로 인정되기 위한 조건은 무엇인가요?","대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 함으로써 부부공동생활을 침해하거나 그 유지를 방해한 경우 이는 불법행위로 인정됩니다. 부정행위란 간통을 포함하여 부부의 정조의무에 충실하지 않는 모든 행위를 의미하며, 이는 각 사안의 정도와 상황을 고려하여 판단됩니다. 예를 들어, 제3자가 배우자가 있는 사람과 지속적인 연인관계를 유지하는 경우 이는 부정행위로 인한 불법행위로 평가될 수 있습니다.",2022-04-06T09:00:00.000+09:00,1,"제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해한 경우, 불법행위로 인정되기 위한 조건은 무엇인가요? 대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 함으로써 부부공동생활을 침해하거나 그 유지를 방해한 경우 이는 불법행위로 인정됩니다. 부정행위란 간통을 포함하여 부부의 정조의무에 충실하지 않는 모든 행위를 의미하며, 이는 각 사안의 정도와 상황을 고려하여 판단됩니다. 예를 들어, 제3자가 배우자가 있는 사람과 지속적인 연인관계를 유지하는 경우 이는 부정행위로 인한 불법행위로 평가될 수 있습니다.",6,부부 일방 부정행위 혼인 본질 해당 생활 침해 불법행위 대법원 판례 유지 방해 간통 포함 정조 의무 모든 행위 의미 사안 고려 배우자 지속 연인 관계 평 제3자가,부부_일방 부정행위 혼인_본질 해당 생활 침해 불법행위 대법원_판례 유지_방해 간통_포함 정조_의무 모든 행위 의미 사안 고려 배우자 지속 연인 관계 평 제3자가,0.60987866,부부의 정조 의무와 부정행위의 정의,유책사유·배상 책임
제3자가 부부의 부정행위로 인해 책임을 져야 하는 조건은 무엇인가요?,"제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하고 배우자에게 정신적 고통을 가한 경우, 이는 원칙적으로 불법행위를 구성합니다. 이는 대법원 판례(2014. 11. 20. 선고 2011므2997 전원합의체 판결)에서도 확인된 바 있습니다.",2023-04-06T09:00:00.000+09:00,1,"제3자가 부부의 부정행위로 인해 책임을 져야 하는 조건은 무엇인가요? 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하고 배우자에게 정신적 고통을 가한 경우, 이는 원칙적으로 불법행위를 구성합니다. 이는 대법원 판례(2014. 11. 20. 선고 2011므2997 전원합의체 판결)에서도 확인된 바 있습니다.",5,부부 부정행위 책임 지다 일방 혼인 본질 해당 생활 유지 방해 배우자 정신 고통 원칙 불법행위 구성 대법원 판례 선고 전원 합 판결 확인 제3자가,부부 부정행위 책임 지다 일방 혼인_본질 해당 생활_유지 방해 배우자 정신_고통 원칙_불법행위 구성 대법원_판례 선고_전원 합_판결 확인 제3자가,0.97501767,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
"배우자의 부정행위로 인해 정신적 고통을 받았을 때, 손해배상 청구를 위해 어떤 조건이 필요한가요?","배우자의 부정행위로 인해 정신적 고통을 받았을 때, 손해배상 청구를 위해서는 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질인 부부공동생활을 침해하거나 유지에 방해를 주어야 합니다. 이는 대법원 판례에 따라, 제3자가 부정행위를 인지하면서도 교제하거나 성관계를 하여 부부관계를 침해하였다면 불법행위로 인정되어 손해배상을 청구할 수 있습니다.",2020-07-21T09:00:00.000+09:00,1,"배우자의 부정행위로 인해 정신적 고통을 받았을 때, 손해배상 청구를 위해 어떤 조건이 필요한가요? 배우자의 부정행위로 인해 정신적 고통을 받았을 때, 손해배상 청구를 위해서는 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질인 부부공동생활을 침해하거나 유지에 방해를 주어야 합니다. 이는 대법원 판례에 따라, 제3자가 부정행위를 인지하면서도 교제하거나 성관계를 하여 부부관계를 침해하였다면 불법행위로 인정되어 손해배상을 청구할 수 있습니다.",5,배우자 부정행위 정신 고통 받다 손해배상 청구 부부 일방 혼인 본질 생활 유지 방해 주어 대법원 판례 인지 교제 성관계 관계 침해 불법행위 제3자가,배우자 부정행위 정신_고통 받다 손해배상_청구 부부_일방 혼인_본질 생활_유지 방해 주어 대법원_판례 인지 교제 성관계 관계 침해 불법행위 제3자가,0.7502715,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
"배우자의 부정행위에 대해 제3자가 정신적 고통을 준 경우, 제3자의 행위는 불법행위로 간주될 수 있나요?","제3자가 타인의 부부공동생활에 개입하여 부부공동생활의 파탄을 초래하거나 혼인의 본질에 해당하는 부부공동생활을 방해하여 배우자에게 정신적 고통을 가한 행위는 원칙적으로 불법행위를 구성합니다. 대법원 판결(2014므2997)에 따르면, 이는 부부의 일방과 부정행위를 함으로써 발생하는 정신적 고통에 대한 배상을 청구할 수 있는 근거가 됩니다.",2020-08-28T09:00:00.000+09:00,1,"배우자의 부정행위에 대해 제3자가 정신적 고통을 준 경우, 제3자의 행위는 불법행위로 간주될 수 있나요? 제3자가 타인의 부부공동생활에 개입하여 부부공동생활의 파탄을 초래하거나 혼인의 본질에 해당하는 부부공동생활을 방해하여 배우자에게 정신적 고통을 가한 행위는 원칙적으로 불법행위를 구성합니다. 대법원 판결(2014므2997)에 따르면, 이는 부부의 일방과 부정행위를 함으로써 발생하는 정신적 고통에 대한 배상을 청구할 수 있는 근거가 됩니다.",5,배우자 부정행위 대해 정신 고통 행위 불법행위 간주 타인 부부 생활 개입 파탄 초래 혼인 본질 해당 방해 원칙 구성 대법원 판결므 일방 배상 청구 제3자가 제3자의,배우자 부정행위 대해 정신_고통 행위 불법행위 간주 타인 부부 생활_개입 파탄_초래 혼인_본질 해당 방해 원칙 구성 대법원 판결므 일방 배상 청구 제3자가 제3자의,0.83102584,제3자의 혼인 본질 침해와 정신적 피해,불법행위_책임
