input,output,input_processed,is_divorce,topic_label,announce_date,text_combined
"불륜으로 인해 배우자의 혼인관계를 파탄에 이르게 한 경우, 불륜을 저지른 사람에게 위자료 청구가 가능한가요?","배우자가 있는 사람과 상당한 기간 지속적으로 불륜관계를 맺어 혼인관계를 파탄에 이르게 한 경우, 불륜을 저지른 사람에게 위자료 청구가 가능합니다. 민법 제750조에 따라, 이러한 불법행위로 인한 정신적 고통에 대해 금전으로 위자해야 할 책임이 있습니다.",불륜 배우자 혼인 관계 파탄 이르다 저지르다 사람 위자료 청구,1,6,2016-03-25T09:00:00.000+09:00,"불륜으로 인해 배우자의 혼인관계를 파탄에 이르게 한 경우, 불륜을 저지른 사람에게 위자료 청구가 가능한가요? 배우자가 있는 사람과 상당한 기간 지속적으로 불륜관계를 맺어 혼인관계를 파탄에 이르게 한 경우, 불륜을 저지른 사람에게 위자료 청구가 가능합니다. 민법 제750조에 따라, 이러한 불법행위로 인한 정신적 고통에 대해 금전으로 위자해야 할 책임이 있습니다."
불법행위로 인한 손해배상의 범위는 어떻게 정해지나요?,"불법행위로 인한 손해배상에서는 피해자가 입은 정신적 고통을 금전으로 위자할 의무가 있습니다. 여기에는 부정행위의 내용, 경위, 부부의 혼인 관계 유지 여부 등을 참작하여 위자료 액수가 정해집니다. 피해자는 불법행위 이후로 소장 부본 송달 다음 날부터 판결 선고일까지 민법에서 정한 연 5%의 지연손해금을 청구할 수 있으며, 선고일 이후로는 소송촉진 등에 관한 특례법에서 정한 연 20%의 지연손해금을 청구할 수 있습니다.",불법행위 손해배상 범위 정해지다,1,8,2015-07-01T09:00:00.000+09:00,"불법행위로 인한 손해배상의 범위는 어떻게 정해지나요? 불법행위로 인한 손해배상에서는 피해자가 입은 정신적 고통을 금전으로 위자할 의무가 있습니다. 여기에는 부정행위의 내용, 경위, 부부의 혼인 관계 유지 여부 등을 참작하여 위자료 액수가 정해집니다. 피해자는 불법행위 이후로 소장 부본 송달 다음 날부터 판결 선고일까지 민법에서 정한 연 5%의 지연손해금을 청구할 수 있으며, 선고일 이후로는 소송촉진 등에 관한 특례법에서 정한 연 20%의 지연손해금을 청구할 수 있습니다."
"혼인 중인 사실을 속이고 결혼을 전제로 교제한 경우, 성적 자기결정권 침해가 성립하는 조건은 무엇인가요?","성적 자기결정권 침해가 성립하기 위해서는, 상대방이 혼인 중인 사실을 숨기고 결혼할 것처럼 기망하여 교제하면서 성관계를 가짐으로써 상대방이 왜곡된 사실판단에 기초해 성관계를 맺게 되는 경우를 포함합니다. 즉, 자신이 이혼한 것처럼 속이거나 결혼을 전제로 연인관계를 유지하면서 성관계를 갖게 한 경우, 이는 성적 자기결정권 침해로 인정될 수 있습니다.",혼인 중인 결혼 전제 교제 성적 자기결정권 침해,1,7,2017-08-29T09:00:00.000+09:00,"혼인 중인 사실을 속이고 결혼을 전제로 교제한 경우, 성적 자기결정권 침해가 성립하는 조건은 무엇인가요? 성적 자기결정권 침해가 성립하기 위해서는, 상대방이 혼인 중인 사실을 숨기고 결혼할 것처럼 기망하여 교제하면서 성관계를 가짐으로써 상대방이 왜곡된 사실판단에 기초해 성관계를 맺게 되는 경우를 포함합니다. 즉, 자신이 이혼한 것처럼 속이거나 결혼을 전제로 연인관계를 유지하면서 성관계를 갖게 한 경우, 이는 성적 자기결정권 침해로 인정될 수 있습니다."
부정행위를 한 제3자가 지급하여야 할 위자료 액수를 결정하는 기준은 무엇인가요?,"위자료 액수를 결정할 때는 제3자가 부정행위 사실을 인지했는지 여부, 배우자로부터 경고를 받았음에도 불구하고 부정행위를 지속했는지 여부, 혼인생활 기간과 부부관계의 상태, 부정행위의 내용 및 기간과 같은 다양한 사정을 종합적으로 고려합니다. 예를 들어, 제3자가 배우자의 존재를 알았거나 경고를 무시하고 부정행위를 지속한 경우, 위자료 액수가 증가될 수 있습니다.",부정행위 지급 위자료 액수 결정 기준 제3자가,1,3,2021-07-07T09:00:00.000+09:00,"부정행위를 한 제3자가 지급하여야 할 위자료 액수를 결정하는 기준은 무엇인가요? 위자료 액수를 결정할 때는 제3자가 부정행위 사실을 인지했는지 여부, 배우자로부터 경고를 받았음에도 불구하고 부정행위를 지속했는지 여부, 혼인생활 기간과 부부관계의 상태, 부정행위의 내용 및 기간과 같은 다양한 사정을 종합적으로 고려합니다. 예를 들어, 제3자가 배우자의 존재를 알았거나 경고를 무시하고 부정행위를 지속한 경우, 위자료 액수가 증가될 수 있습니다."
"부정행위로 인해 발생한 정신적 고통에 대한 위자료 손해배상 사건에서, 손해의 공평분담 원칙은 어떻게 적용되나요?","부정행위로 인한 정신적 고통에 대한 위자료 손해배상 사건에서는 손해의 공평분담 원칙에 따라, 부정행위의 상대방인 제3자에게 부정행위로 인한 전체 위자료 손해 중 제3자의 부담 부분만을 배상하도록 제한할 수 있습니다. 이는 부부의 신분상, 생활상의 일체성을 고려하고, 부부공동생활의 조속한 회복 및 안정을 도모하기 위해 필요한 조치로 해석됩니다.",부정행위 정신 고통 위자료 손해배상 사건 손해 공평 분담 원칙,1,0,2023-05-26T09:00:00.000+09:00,"부정행위로 인해 발생한 정신적 고통에 대한 위자료 손해배상 사건에서, 손해의 공평분담 원칙은 어떻게 적용되나요? 부정행위로 인한 정신적 고통에 대한 위자료 손해배상 사건에서는 손해의 공평분담 원칙에 따라, 부정행위의 상대방인 제3자에게 부정행위로 인한 전체 위자료 손해 중 제3자의 부담 부분만을 배상하도록 제한할 수 있습니다. 이는 부부의 신분상, 생활상의 일체성을 고려하고, 부부공동생활의 조속한 회복 및 안정을 도모하기 위해 필요한 조치로 해석됩니다."
혼인기간과 가족관계가 위자료 액수 산정에 미치는 영향은 무엇인가요?,"혼인기간과 가족관계는 위자료 액수 산정에 중요한 영향을 미칩니다. 법원은 혼인기간, 가족관계, 부정행위의 경위, 부정행위의 기간과 내용, 부정행위로 인해 부부공동생활에 미친 영향, 피해자의 정신적·육체적 상태와 치료 경과, 가해자의 반성 여부와 피해자의 정신적 손해 회복 노력 등을 종합적으로 고려하여 위자료 액수를 결정합니다.",혼인 기간 가족 관계 위자료 액수 산정 영향,1,0,2019-03-29T09:00:00.000+09:00,"혼인기간과 가족관계가 위자료 액수 산정에 미치는 영향은 무엇인가요? 혼인기간과 가족관계는 위자료 액수 산정에 중요한 영향을 미칩니다. 법원은 혼인기간, 가족관계, 부정행위의 경위, 부정행위의 기간과 내용, 부정행위로 인해 부부공동생활에 미친 영향, 피해자의 정신적·육체적 상태와 치료 경과, 가해자의 반성 여부와 피해자의 정신적 손해 회복 노력 등을 종합적으로 고려하여 위자료 액수를 결정합니다."
배우자의 부정행위로 인한 정신적 고통에 대한 손해배상 청구 요건은 무엇인가요?,"배우자의 부정행위로 인해 정신적 고통을 받은 자가 손해배상을 청구하려면, 제3자가 배우자와 부정행위를 하여 혼인의 본질인 부부공동생활을 침해하거나 그 유지를 방해하고, 그로 인해 정신적 고통을 받았음을 입증해야 합니다. 이에 따라, 부정행위로 인한 정신적 고통이 인정되면 손해배상이 가능하며, 부정행위의 경위, 내용, 기간 등을 고려하여 위자료가 산정됩니다.",배우자 부정행위 정신 고통 손해배상 청구,1,6,2021-04-21T09:00:00.000+09:00,"배우자의 부정행위로 인한 정신적 고통에 대한 손해배상 청구 요건은 무엇인가요? 배우자의 부정행위로 인해 정신적 고통을 받은 자가 손해배상을 청구하려면, 제3자가 배우자와 부정행위를 하여 혼인의 본질인 부부공동생활을 침해하거나 그 유지를 방해하고, 그로 인해 정신적 고통을 받았음을 입증해야 합니다. 이에 따라, 부정행위로 인한 정신적 고통이 인정되면 손해배상이 가능하며, 부정행위의 경위, 내용, 기간 등을 고려하여 위자료가 산정됩니다."
불륜 행위로 인한 위자료 청구 소송에서 위자료 액수를 어떻게 결정하나요?,"불륜 행위로 인한 위자료 청구 소송에서 위자료 액수는 여러 가지 사항을 참작하여 결정됩니다. 여기에는 혼인 기간, 부정행위의 기간과 정도, 향후 부정행위의 계속 가능성, 혼인관계의 해소 여부 등이 고려됩니다. 이러한 사정을 종합하여 법원은 적절한 위자료 액수를 산정하게 됩니다.",불륜 행위 위자료 청구 소송 액수 결정 하나요,1,2,2016-05-20T09:00:00.000+09:00,"불륜 행위로 인한 위자료 청구 소송에서 위자료 액수를 어떻게 결정하나요? 불륜 행위로 인한 위자료 청구 소송에서 위자료 액수는 여러 가지 사항을 참작하여 결정됩니다. 여기에는 혼인 기간, 부정행위의 기간과 정도, 향후 부정행위의 계속 가능성, 혼인관계의 해소 여부 등이 고려됩니다. 이러한 사정을 종합하여 법원은 적절한 위자료 액수를 산정하게 됩니다."
부정행위로 인해 제3자가 부부의 혼인관계를 방해하면 법적인 책임이 있나요?,"대법원 전원합의체 판결에 따르면, 제3자가 부부의 일방과 부정행위를 하고 그로 인해 혼인의 본질에 해당하는 부부공동생활을 방해하거나 침해하면 이는 불법행위를 구성합니다. 따라서 이로 인해 배우자가 정신적 고통을 겪게 된 경우, 제3자는 배우자에게 금전적으로 위자료를 지급할 의무가 발생합니다.",부정행위 부부 혼인 관계 방해 법적 책임 제3자가,1,4,2023-04-13T09:00:00.000+09:00,"부정행위로 인해 제3자가 부부의 혼인관계를 방해하면 법적인 책임이 있나요? 대법원 전원합의체 판결에 따르면, 제3자가 부부의 일방과 부정행위를 하고 그로 인해 혼인의 본질에 해당하는 부부공동생활을 방해하거나 침해하면 이는 불법행위를 구성합니다. 따라서 이로 인해 배우자가 정신적 고통을 겪게 된 경우, 제3자는 배우자에게 금전적으로 위자료를 지급할 의무가 발생합니다."
"배우자가 제3자와 부정행위를 한 경우, 피해자는 어떤 법적 권리를 행사할 수 있나요?","제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부 공동생활을 침해하거나 유지를 방해하여 배우자에게 정신적 고통을 가한 경우, 이는 원칙적으로 불법행위를 구성합니다. 따라서 피해자는 손해배상 청구를 통해 정신적 손해에 대한 위자료를 요구할 수 있습니다. 대법원 판례(2014. 11. 20. 선고 20112997 전원합의체 판결)에 따르면, 이러한 행위는 정신적 고통을 가한 것으로 인정되어 배상을 요구할 수 있습니다.",배우자 부정행위 피해자 법적 권리 행사 제3자와,1,6,2017-06-08T09:00:00.000+09:00,"배우자가 제3자와 부정행위를 한 경우, 피해자는 어떤 법적 권리를 행사할 수 있나요? 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부 공동생활을 침해하거나 유지를 방해하여 배우자에게 정신적 고통을 가한 경우, 이는 원칙적으로 불법행위를 구성합니다. 따라서 피해자는 손해배상 청구를 통해 정신적 손해에 대한 위자료를 요구할 수 있습니다. 대법원 판례(2014. 11. 20. 선고 20112997 전원합의체 판결)에 따르면, 이러한 행위는 정신적 고통을 가한 것으로 인정되어 배상을 요구할 수 있습니다."
정신적 고통에 대한 위자료는 어떻게 결정되나요?,"정신적 고통에 대한 위자료는 여러 제반사정을 종합적으로 고려하여 결정됩니다. 예를 들어, 부정행위의 정도와 지속 기간, 피해자의 고통의 크기, 혼인관계에 미친 영향 등 다양한 요소가 판단 기준이 됩니다. 법원은 이러한 요소들을 고려하여 적절한 금액을 위자료로 산정하게 됩니다.",정신 고통 위자료 결정,1,6,2019-10-17T09:00:00.000+09:00,"정신적 고통에 대한 위자료는 어떻게 결정되나요? 정신적 고통에 대한 위자료는 여러 제반사정을 종합적으로 고려하여 결정됩니다. 예를 들어, 부정행위의 정도와 지속 기간, 피해자의 고통의 크기, 혼인관계에 미친 영향 등 다양한 요소가 판단 기준이 됩니다. 법원은 이러한 요소들을 고려하여 적절한 금액을 위자료로 산정하게 됩니다."
재산분할이 적법하게 이루어지기 위한 조건은 무엇인가요?,"재산분할이 적법하게 이루어지기 위해서는 그 재산분할이 혼인 중 공동재산 청산의 성격을 가지며, 부부 공동의 이익을 위한 적정한 분배로서 상당한 정도를 벗어나지 않아야 합니다. 또한, 민법 제839조의2 제2항 규정 취지에 따라 이루어진 재산분할이 과도한 부분을 포함하지 않음을 증명해야 합니다.",재산 분할 이루어지다,1,1,2015-04-23T09:00:00.000+09:00,"재산분할이 적법하게 이루어지기 위한 조건은 무엇인가요? 재산분할이 적법하게 이루어지기 위해서는 그 재산분할이 혼인 중 공동재산 청산의 성격을 가지며, 부부 공동의 이익을 위한 적정한 분배로서 상당한 정도를 벗어나지 않아야 합니다. 또한, 민법 제839조의2 제2항 규정 취지에 따라 이루어진 재산분할이 과도한 부분을 포함하지 않음을 증명해야 합니다."
부정한 행위로 인한 위자료의 액수가 결정되는 기준은 무엇인가요?,"부정한 행위로 인한 위자료의 액수는 행위의 내용, 정도 및 기간, 부부의 혼인기간 및 가족관계, 부정행위가 민법 제840조 제1호에 규정된 '부정한 행위'인지 여부와 그로 인한 정신적 고통의 정도 등 여러 제반사정을 참작하여 결정됩니다.",부정 행위 위자료 액수 결정 기준,1,3,2020-01-15T09:00:00.000+09:00,"부정한 행위로 인한 위자료의 액수가 결정되는 기준은 무엇인가요? 부정한 행위로 인한 위자료의 액수는 행위의 내용, 정도 및 기간, 부부의 혼인기간 및 가족관계, 부정행위가 민법 제840조 제1호에 규정된 '부정한 행위'인지 여부와 그로 인한 정신적 고통의 정도 등 여러 제반사정을 참작하여 결정됩니다."
부부 일방의 부정행위로 인해 정신적 고통을 받은 배우자가 위자료를 청구할 수 있는 조건은 무엇인가요?,"대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질인 부부공동생활을 침해하거나 유지에 방해하고 배우자에게 정신적 고통을 가한 경우 불법행위로 인정되며, 이에 대한 위자료를 청구할 수 있습니다. 부정한 행위는 간통을 포함하나 그보다 넓은 개념으로, 부부의 정조 의무를 충실하지 않은 모든 행위를 포함합니다. 구체적인 부정행위 여부는 상황에 따라 평가되며, 배우자가 이러한 행위로 인해 상당한 정신적 고통을 입었다는 것이 경험칙상 명백하다면 위자료 청구가 가능합니다.",부부 일방 부정행위 정신 고통 받다 배우자 위자료 청구,1,6,2020-10-20T09:00:00.000+09:00,"부부 일방의 부정행위로 인해 정신적 고통을 받은 배우자가 위자료를 청구할 수 있는 조건은 무엇인가요? 대법원 판례에 따르면, 제3자가 부부의 일방과 부정행위를 하여 혼인의 본질인 부부공동생활을 침해하거나 유지에 방해하고 배우자에게 정신적 고통을 가한 경우 불법행위로 인정되며, 이에 대한 위자료를 청구할 수 있습니다. 부정한 행위는 간통을 포함하나 그보다 넓은 개념으로, 부부의 정조 의무를 충실하지 않은 모든 행위를 포함합니다. 구체적인 부정행위 여부는 상황에 따라 평가되며, 배우자가 이러한 행위로 인해 상당한 정신적 고통을 입었다는 것이 경험칙상 명백하다면 위자료 청구가 가능합니다."
"배우자가 불법행위로 인해 손해배상을 청구할 때, 위자료의 액수는 어떤 요소들을 고려하여 정해지나요?","위자료의 액수는 여러 가지 요소들을 종합적으로 고려하여 정해집니다. 예를 들어, 혼인 기간, 미성년 자녀 등 가족관계, 부정행위의 태양 및 기간, 부정행위가 밝혀진 이후의 정황, 부정행위가 배우자의 혼인관계 및 가족관계에 미친 영향, 사건 소 제기 전후의 정황 등이 반영됩니다. 이러한 요소들을 토대로 법원이 적절한 위자료 액수를 결정하게 됩니다.",배우자 불법행위 손해배상 청구 위자료 액수 요소 고려 정해지다,1,6,2020-11-19T09:00:00.000+09:00,"배우자가 불법행위로 인해 손해배상을 청구할 때, 위자료의 액수는 어떤 요소들을 고려하여 정해지나요? 위자료의 액수는 여러 가지 요소들을 종합적으로 고려하여 정해집니다. 예를 들어, 혼인 기간, 미성년 자녀 등 가족관계, 부정행위의 태양 및 기간, 부정행위가 밝혀진 이후의 정황, 부정행위가 배우자의 혼인관계 및 가족관계에 미친 영향, 사건 소 제기 전후의 정황 등이 반영됩니다. 이러한 요소들을 토대로 법원이 적절한 위자료 액수를 결정하게 됩니다."
배우자가 있는 사람과 부정행위를 한 제3자가 주는 정신적 고통에 대해 배상 책임이 있는 경우는 어떤 상황인가요?,제3자가 배우자가 있는 사람과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하여 다른 배우자에게 정신적 고통을 주는 행위는 원칙적으로 불법행위를 구성합니다. 이러한 경우 제3자는 그로 인한 정신적 고통에 대해 위자료를 지급할 의무가 있습니다.,배우자 부정행위 주다 정신 고통 대해 배상 책임 제3자가,1,5,2020-12-22T09:00:00.000+09:00,배우자가 있는 사람과 부정행위를 한 제3자가 주는 정신적 고통에 대해 배상 책임이 있는 경우는 어떤 상황인가요? 제3자가 배우자가 있는 사람과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하거나 유지를 방해하여 다른 배우자에게 정신적 고통을 주는 행위는 원칙적으로 불법행위를 구성합니다. 이러한 경우 제3자는 그로 인한 정신적 고통에 대해 위자료를 지급할 의무가 있습니다.
부정행위로 인해 정신적 고통을 입은 배우자는 어떤 손해배상을 청구할 수 있나요?,"배우자가 부정행위로 인해 정신적 고통을 겪은 경우, 법적으로 위자료를 청구할 수 있습니다. 이는 불법행위로 인해 받은 정신적 고통에 대한 보상을 의미합니다.",부정행위 정신 고통 입다 배우자 손해배상 청구,1,6,2022-07-18T09:00:00.000+09:00,"부정행위로 인해 정신적 고통을 입은 배우자는 어떤 손해배상을 청구할 수 있나요? 배우자가 부정행위로 인해 정신적 고통을 겪은 경우, 법적으로 위자료를 청구할 수 있습니다. 이는 불법행위로 인해 받은 정신적 고통에 대한 보상을 의미합니다."
이혼 소송에서 위자료의 기준은 무엇인가요?,"이혼 소송에서 위자료는 당사자의 나이, 직업, 혼인 관계의 파탄 원인 등 다양한 요소를 고려하여 결정됩니다. 구체적으로는 혼인 파탄에 대한 책임 정도, 관계의 지속 기간, 경제적 사정 등을 종합적으로 판단하여 위자료 액수를 산정합니다.",이혼 소송 위자료 기준,1,1,2022-11-15T09:00:00.000+09:00,"이혼 소송에서 위자료의 기준은 무엇인가요? 이혼 소송에서 위자료는 당사자의 나이, 직업, 혼인 관계의 파탄 원인 등 다양한 요소를 고려하여 결정됩니다. 구체적으로는 혼인 파탄에 대한 책임 정도, 관계의 지속 기간, 경제적 사정 등을 종합적으로 판단하여 위자료 액수를 산정합니다."
배우자의 부정행위로 인한 정신적 손해배상 청구에서 법원의 고려사항은 무엇인가요?,"배우자의 부정행위로 인한 정신적 손해배상 청구에서 법원은 부정행위의 내용과 경위, 그 정도 및 기간, 피해자와 배우자의 혼인기간 및 가족관계, 부정행위가 부부공동생활에 미친 영향, 부정행위 발각 이후의 정황 등을 종합적으로 고려합니다. 관련 판례에 따르면, 이러한 다양한 사정들을 종합하여 위자료의 액수가 결정됩니다.",배우자 부정행위 정신 손해배상 청구 법원 고려 사항,1,6,2022-09-22T09:00:00.000+09:00,"배우자의 부정행위로 인한 정신적 손해배상 청구에서 법원의 고려사항은 무엇인가요? 배우자의 부정행위로 인한 정신적 손해배상 청구에서 법원은 부정행위의 내용과 경위, 그 정도 및 기간, 피해자와 배우자의 혼인기간 및 가족관계, 부정행위가 부부공동생활에 미친 영향, 부정행위 발각 이후의 정황 등을 종합적으로 고려합니다. 관련 판례에 따르면, 이러한 다양한 사정들을 종합하여 위자료의 액수가 결정됩니다."
"부부 일방의 부정행위로 인해 상대 배우자가 정신적 고통을 입었을 때, 위자료의 금액은 어떻게 결정되나요?","위자료의 금액은 여러 가지 사정을 고려하여 결정됩니다. 예를 들어, 혼인 기간, 부정행위에 이르게 된 경위 및 부정행위의 내용과 기간, 부정행위가 가족관계에 미친 영향 등이 판단 요소로 고려됩니다. 이러한 다양한 사정을 종합적으로 참작하여 위자료의 금액이 산정됩니다.",부부 일방 부정행위 상대 배우자 정신 고통 입다 위자료 금액 결정,1,6,2016-08-18T09:00:00.000+09:00,"부부 일방의 부정행위로 인해 상대 배우자가 정신적 고통을 입었을 때, 위자료의 금액은 어떻게 결정되나요? 위자료의 금액은 여러 가지 사정을 고려하여 결정됩니다. 예를 들어, 혼인 기간, 부정행위에 이르게 된 경위 및 부정행위의 내용과 기간, 부정행위가 가족관계에 미친 영향 등이 판단 요소로 고려됩니다. 이러한 다양한 사정을 종합적으로 참작하여 위자료의 금액이 산정됩니다."
부부 일방의 특유재산이 재산분할의 대상이 되는 경우는 언제인가요?,"원칙적으로 부부 일방의 특유재산은 재산분할의 대상이 되지 않지만, 특유재산일지라도 다른 일방이 그 특유재산의 유지에 협력하였거나 그 증식에 기여하였다면 재산분할 대상이 될 수 있습니다. 예를 들어, 혼인 생활 중 상속받은 건물을 담보로 대출받아 그 자금을 가족의 생활비나 채무 상환 등에 사용하였다면, 그 특유재산도 재산분할의 대상이 될 수 있습니다.",부부 일방 특유재산 재산 분할 대상,1,3,2016-11-22T09:00:00.000+09:00,"부부 일방의 특유재산이 재산분할의 대상이 되는 경우는 언제인가요? 원칙적으로 부부 일방의 특유재산은 재산분할의 대상이 되지 않지만, 특유재산일지라도 다른 일방이 그 특유재산의 유지에 협력하였거나 그 증식에 기여하였다면 재산분할 대상이 될 수 있습니다. 예를 들어, 혼인 생활 중 상속받은 건물을 담보로 대출받아 그 자금을 가족의 생활비나 채무 상환 등에 사용하였다면, 그 특유재산도 재산분할의 대상이 될 수 있습니다."
'혼인관계 해소에 따른 재산분할이 확정되었음을 전제로 채무의 존부 확인 및 불이행을 이유로 한 손해배상 청구'의 소송이 계속 중인 경우 본소 청구와 반소 청구의 이유는 어떻게 되나요?,'혼인관계 해소에 따른 재산분할'이 확정되었음을 전제로 한 본소 청구 및 반소 청구는 이유가 없습니다. 소극 재산에 관한 재산분할의 내용에 다툼이 있어 가사 소송에서 당사자의 재산분할 내용이 전체적으로 확정되어야 합니다.,혼인 관계 해소 재산 분할 확정 되어다 전제 채무 존부 확인 이행 이유 손해배상 청구 소송 계속 중인 보다 반소,1,3,2013-01-18T09:00:00.000+09:00,'혼인관계 해소에 따른 재산분할이 확정되었음을 전제로 채무의 존부 확인 및 불이행을 이유로 한 손해배상 청구'의 소송이 계속 중인 경우 본소 청구와 반소 청구의 이유는 어떻게 되나요? '혼인관계 해소에 따른 재산분할'이 확정되었음을 전제로 한 본소 청구 및 반소 청구는 이유가 없습니다. 소극 재산에 관한 재산분할의 내용에 다툼이 있어 가사 소송에서 당사자의 재산분할 내용이 전체적으로 확정되어야 합니다.
배우자와 제3자의 부정행위로 인해 발생한 정신적 고통에 대한 손해배상 청구의 법적 근거는 무엇인가요?,제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하고 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다(대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결 참조). 이에 따라 피해자는 가해자에 대해 정신적 고통에 대한 위자료를 청구할 수 있습니다.,배우자 부정행위 정신 고통 손해배상 청구 법적 제3자의,1,6,2023-04-21T09:00:00.000+09:00,배우자와 제3자의 부정행위로 인해 발생한 정신적 고통에 대한 손해배상 청구의 법적 근거는 무엇인가요? 제3자가 부부의 일방과 부정행위를 함으로써 혼인의 본질에 해당하는 부부공동생활을 침해하고 배우자에게 정신적 고통을 가하는 행위는 원칙적으로 불법행위를 구성합니다(대법원 2014. 11. 20. 선고 2011므2997 전원합의체 판결 참조). 이에 따라 피해자는 가해자에 대해 정신적 고통에 대한 위자료를 청구할 수 있습니다.
제3자가 타인의 부부공동생활을 방해하는 행위는 어떤 법률적 책임을 지나요?,"제3자가 타인의 부부공동생활에 개입하여 그 혼인의 본질에 해당하는 부부공동생활을 방해하면, 이는 원칙적으로 불법행위를 구성합니다. 대법원 판례에 따르면, 부부의 일방과 부정행위를 하여 혼인의 본질을 침해하거나 그 유지를 방해하여 배우자에게 정신적 고통을 가한 경우, 이는 불법행위로 간주되어 정신적 손해에 대한 위자료 배상 책임이 발생합니다.",타인 부부 생활 방해 행위 법률 책임 지나 제3자가,1,4,2023-05-09T09:00:00.000+09:00,"제3자가 타인의 부부공동생활을 방해하는 행위는 어떤 법률적 책임을 지나요? 제3자가 타인의 부부공동생활에 개입하여 그 혼인의 본질에 해당하는 부부공동생활을 방해하면, 이는 원칙적으로 불법행위를 구성합니다. 대법원 판례에 따르면, 부부의 일방과 부정행위를 하여 혼인의 본질을 침해하거나 그 유지를 방해하여 배우자에게 정신적 고통을 가한 경우, 이는 불법행위로 간주되어 정신적 손해에 대한 위자료 배상 책임이 발생합니다."
"배우자가 다른 사람과 부정행위를 한 경우, 법적으로 인정받을 수 있는 위자료는 어느 정도인가요?","배우자가 다른 사람과 부정행위를 한 경우, 법적으로 인정받을 수 있는 위자료는 여러 요소를 고려하여 결정됩니다. 예를 들어, 혼인 기간, 부정행위의 내용과 기간 등을 종합적으로 참작하여 위자료를 2,000만 원으로 정하는 것이 상당할 수 있습니다.",배우자 다른 부정행위 법적 인정받다 위자료,1,5,2017-08-17T09:00:00.000+09:00,"배우자가 다른 사람과 부정행위를 한 경우, 법적으로 인정받을 수 있는 위자료는 어느 정도인가요? 배우자가 다른 사람과 부정행위를 한 경우, 법적으로 인정받을 수 있는 위자료는 여러 요소를 고려하여 결정됩니다. 예를 들어, 혼인 기간, 부정행위의 내용과 기간 등을 종합적으로 참작하여 위자료를 2,000만 원으로 정하는 것이 상당할 수 있습니다."
배우자가 있는 사람과 부정행위를 한 경우 그로 인한 손해배상 책임 조건은 무엇인가요?,"배우자가 있는 사람과 부정행위를 한 경우 손해배상 책임을 부과하기 위해서는, ① 상대방이 그 사람이 이미 혼인한 상태임을 알고 있었음에도 불구하고 부정행위를 저질렀다는 사실, ② 그 부정행위로 인해 혼인 관계에 심각한 침해가 발생하였다는 사실이 입증되어야 합니다. 이러한 행위로 인해 혼인 관계에 심한 갈등이나 파괴가 일어나는 경우, 부정행위를 저지른 사람은 정신적 고통을 겪은 배우자에게 금전적 위자료를 지급할 의무가 있습니다.",배우자 부정행위 그로 손해배상 책임,1,5,2020-08-21T09:00:00.000+09:00,"배우자가 있는 사람과 부정행위를 한 경우 그로 인한 손해배상 책임 조건은 무엇인가요? 배우자가 있는 사람과 부정행위를 한 경우 손해배상 책임을 부과하기 위해서는, ① 상대방이 그 사람이 이미 혼인한 상태임을 알고 있었음에도 불구하고 부정행위를 저질렀다는 사실, ② 그 부정행위로 인해 혼인 관계에 심각한 침해가 발생하였다는 사실이 입증되어야 합니다. 이러한 행위로 인해 혼인 관계에 심한 갈등이나 파괴가 일어나는 경우, 부정행위를 저지른 사람은 정신적 고통을 겪은 배우자에게 금전적 위자료를 지급할 의무가 있습니다."
부부공동생활 파탄을 초래한 제3자의 행위에 대한 법률효력범위는 무엇인가요?,"부부공동생활 파탄을 초래한 제3자의 행위는 불법행위로 인정되며, 이에 따른 법적 책임으로서 손해배상을 청구받을 수 있습니다. 이러한 법률효력은 피해자로 하여금 정신적 고통에 대한 위자료를 청구할 수 있는 권리를 부여하며, 법원은 손해배상을 명령할 권한을 가집니다. 이는 제3자의 부정행위로 인한 부부 일방의 권리 침해를 보호하고, 공정한 손해 배상을 보장하기 위한 것입니다.",부부 공동 생활 파탄 초래 행위 법률 범위 제3자의,1,4,2016-06-24T09:00:00.000+09:00,"부부공동생활 파탄을 초래한 제3자의 행위에 대한 법률효력범위는 무엇인가요? 부부공동생활 파탄을 초래한 제3자의 행위는 불법행위로 인정되며, 이에 따른 법적 책임으로서 손해배상을 청구받을 수 있습니다. 이러한 법률효력은 피해자로 하여금 정신적 고통에 대한 위자료를 청구할 수 있는 권리를 부여하며, 법원은 손해배상을 명령할 권한을 가집니다. 이는 제3자의 부정행위로 인한 부부 일방의 권리 침해를 보호하고, 공정한 손해 배상을 보장하기 위한 것입니다."
